car_prices_in_rupee,kms_driven,transmission,ownership,manufacture,Seats,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Lpg,fuel_type_Petrol
14.25,94002,1,2,2013,5,0,1,0,0,0
14.25,82005,1,2,2013,5,0,1,0,0,0
28.1,68753,1,2,2019,5,0,0,0,0,1
4.75,62500,0,1,2015,5,0,1,0,0,0
15.75,62000,0,1,2019,5,0,1,0,0,0
8.95,85000,1,1,2017,5,0,1,0,0,0
6.99,58000,0,1,2017,5,0,1,0,0,0
6.2,55500,0,1,2018,5,0,1,0,0,0
6.25,54000,0,1,2018,5,0,1,0,0,0
12.5,32500,0,1,2019,5,0,1,0,0,0
12.6,33500,0,1,2019,5,0,1,0,0,0
21.1,38000,1,1,2020,5,0,0,1,0,0
18.9,29000,1,2,2014,5,0,1,0,0,0
4.83,37229,0,1,2020,7,0,0,0,0,1
4.31,90928,0,1,2013,7,0,1,0,0,0
25.8,39000,1,1,2020,5,0,1,0,0,0
7.25,44000,0,1,2016,5,1,0,0,0,0
1.93,86483,0,3,2014,5,0,1,0,0,0
9,20000,0,1,2019,5,0,0,0,0,1
5.75,49000,0,2,2017,7,0,0,0,0,1
18.75,26000,1,1,2018,5,0,1,0,0,0
6.06,40252,0,1,2020,5,0,0,0,0,1
3.23,97947,0,2,2014,5,0,1,0,0,0
7.16,150715,1,1,2015,5,0,1,0,0,0
1.58,102820,0,1,2010,7,0,0,0,0,1
2.53,109403,1,3,2012,7,0,1,0,0,0
8.58,37377,1,1,2019,5,0,0,0,0,1
3.67,84728,0,2,2015,5,0,0,0,0,1
3.24,53548,0,2,2013,5,0,1,0,0,0
16.19,29397,1,1,2014,7,0,1,0,0,0
4.06,30346,0,1,2016,5,0,0,0,0,1
10.63,42119,0,1,2017,5,0,1,0,0,0
3.27,120450,0,2,2014,5,0,1,0,0,0
2.67,148393,0,3,2014,5,0,1,0,0,0
13.39,21549,0,1,2020,5,0,0,0,0,1
29.75,85000,1,2,2015,5,0,1,0,0,0
5.9,90468,0,1,2016,5,0,1,0,0,0
15.56,20900,1,1,2019,5,0,0,0,0,1
13.87,19234,0,1,2021,5,0,0,0,0,1
8.75,73269,1,1,2018,5,0,1,0,0,0
15.25,48101,0,1,2020,5,0,1,0,0,0
14.95,24001,0,1,2020,7,0,0,0,0,1
19.49,9701,0,1,2022,5,0,0,0,0,1
19.9,27133,1,1,2021,7,0,1,0,0,0
5.25,18270,1,1,2022,5,0,0,0,0,1
1.58,56000,1,1,2018,5,0,1,0,0,0
5.5,50001,0,1,2015,5,0,0,0,0,1
5.6,56681,0,1,2018,5,0,0,0,0,1
9.8,2755,0,1,2022,7,0,0,0,0,1
6.5,46201,0,1,2017,5,0,0,0,0,1
9.5,85001,0,1,2016,5,0,1,0,0,0
4.65,64836,1,1,2015,5,0,0,0,0,1
6.9,24057,1,1,2020,7,0,0,0,0,1
16.95,49559,1,1,2020,5,0,0,0,0,1
23.5,10289,1,1,2022,5,0,1,0,0,0
7.75,64000,1,1,2016,5,0,0,0,0,1
14.5,54001,0,2,2019,5,0,1,0,0,0
18.25,27779,1,1,2021,5,0,0,0,0,1
13.49,70000,1,1,2017,5,0,0,0,0,1
8.35,70000,0,1,2017,5,0,1,0,0,0
4.1,115000,0,1,2016,6,0,1,0,0,0
12,35000,1,1,2021,5,0,0,0,0,1
18.95,3900,1,2,2021,7,0,0,0,0,1
8.95,63000,1,1,2014,5,0,0,0,0,1
1.17,15000,1,2,2020,5,0,1,0,0,0
11.49,60000,1,1,2014,5,0,1,0,0,0
12.45,23000,1,1,2013,5,0,1,0,0,0
12.5,64000,1,2,2014,5,0,1,0,0,0
6.95,40000,1,2,2016,5,0,1,0,0,0
18.75,30000,1,1,2020,5,0,1,0,0,0
2.6,79000,0,1,2012,5,0,0,0,0,1
17,26000,1,1,2020,7,0,0,0,0,1
6.4,25102,0,1,2019,5,0,0,0,0,1
3.9,35000,0,1,2014,5,0,0,0,0,1
3.4,33000,0,2,2014,7,0,0,0,0,1
24.45,100000,0,1,2017,5,0,1,0,0,0
2.85,83000,0,1,2012,7,0,0,0,0,1
2,57000,0,1,2011,5,0,0,0,0,1
5.9,59000,0,2,2014,5,0,1,0,0,0
25.9,69000,1,2,2014,7,0,1,0,0,0
29.9,69000,1,1,2015,4,0,1,0,0,0
11.25,68000,1,2,2013,5,0,1,0,0,0
8.25,86000,1,1,2011,5,0,0,0,0,1
16.45,39000,1,1,2017,5,0,1,0,0,0
6.25,12000,0,2,2020,5,0,0,0,0,1
3.6,85000,0,1,2014,5,0,0,0,0,1
29.5,120000,1,1,2016,7,0,1,0,0,0
7.51,90000,0,1,2018,5,0,1,0,0,0
4.65,72000,0,1,2015,5,0,1,0,0,0
19,18000,1,1,2021,5,0,0,0,0,1
25.9,60625,1,2,2016,5,0,1,0,0,0
17,68000,1,1,2017,5,0,0,0,0,1
5.25,75000,1,1,2016,5,0,0,0,0,1
15.89,73000,1,1,2015,5,0,1,0,0,0
17.5,70011,1,1,2015,7,0,1,0,0,0
1.92,40000,1,1,2019,5,0,0,0,0,1
17.5,67011,1,1,2017,5,0,1,0,0,0
3.25,103000,0,1,2013,5,0,1,0,0,0
9.49,50000,1,2,2017,5,0,0,0,0,1
6.4,30000,0,1,2019,5,0,0,0,0,1
19.75,8000,1,1,2021,5,0,0,0,0,1
5.9,60000,0,1,2019,5,0,1,0,0,0
3.94,70000,1,2,2012,5,0,0,0,0,1
4.35,80000,0,1,2018,5,0,0,0,0,1
30,25000,1,1,2019,5,0,1,0,0,0
10.5,2000,0,1,2022,7,0,0,0,0,1
3.2,35000,0,1,2018,5,0,0,0,0,1
20,26000,1,1,2018,4,0,0,0,0,1
17.75,13001,1,1,2022,5,0,1,0,0,0
4.75,60000,0,2,2019,5,0,0,0,0,1
21.5,37000,1,2,2015,6,0,1,0,0,0
6.9,27200,1,1,2017,5,0,0,0,0,1
7.72,46365,0,1,2017,5,0,1,0,0,0
8.72,82496,0,1,2019,5,0,0,0,0,1
6.51,73656,1,1,2016,7,0,1,0,0,0
5.43,92530,0,1,2016,5,0,1,0,0,0
6.58,68364,0,2,2017,5,0,1,0,0,0
12.61,30224,0,1,2018,5,0,0,0,0,1
5.85,88658,0,1,2017,6,0,0,0,0,1
10.53,26396,0,1,2020,5,0,0,0,0,1
7.46,60020,0,1,2017,5,0,1,0,0,0
2.68,55107,0,1,2014,5,0,0,0,0,1
12.43,3925,1,1,2022,5,0,0,0,0,1
3.23,21949,0,1,2017,5,0,0,0,0,1
5,41899,0,1,2016,5,0,0,0,0,1
7.25,30000,0,1,2018,5,0,0,0,0,1
8.65,28000,0,1,2018,5,0,0,0,0,1
21.75,54000,1,1,2017,5,0,0,0,0,1
3.15,30555,0,1,2016,5,0,0,0,0,1
4.78,119878,0,1,2015,5,0,1,0,0,0
2.43,84557,0,1,2011,7,0,0,0,0,1
5.36,96528,0,1,2017,5,0,1,0,0,0
11.24,44081,0,1,2017,5,0,1,0,0,0
7.75,6494,1,1,2021,5,0,0,0,0,1
3.4,118631,0,1,2014,5,0,1,0,0,0
3.51,47133,0,1,2018,5,0,0,0,0,1
4.56,94025,0,1,2017,5,0,0,0,0,1
5.02,68841,0,1,2016,5,0,0,0,0,1
10.46,31952,1,1,2019,5,0,0,0,0,1
11.3,66518,0,2,2019,5,0,1,0,0,0
10.53,26684,1,2,2019,5,0,0,0,0,1
7.9,38280,0,1,2015,5,0,1,0,0,0
3.77,96392,0,1,2017,7,0,0,0,0,1
2.86,92613,0,1,2011,5,0,0,0,0,1
11.78,40011,0,1,2018,5,0,1,0,0,0
5.33,98772,0,2,2015,5,0,1,0,0,0
3.5,38931,0,1,2013,5,0,1,0,0,0
4.27,82392,0,1,2017,7,0,1,0,0,0
5.72,96805,0,1,2017,5,0,1,0,0,0
9.98,68307,0,1,2018,5,0,1,0,0,0
3.75,30404,0,1,2016,5,0,0,0,0,1
6.3,36438,0,2,2018,7,0,0,0,0,1
3.76,115206,0,1,2015,5,0,1,0,0,0
6.23,104537,0,1,2015,5,0,1,0,0,0
16.13,29827,1,2,2019,5,0,0,0,0,1
17.5,39356,1,1,2015,7,0,1,0,0,0
15.75,55000,1,1,2017,7,0,1,0,0,0
28.75,80000,1,1,2018,5,0,1,0,0,0
19.45,55000,1,1,2019,5,0,1,0,0,0
7.5,43000,1,1,2018,5,0,1,0,0,0
12.73,1000,0,1,2021,5,0,0,0,0,1
2.3,67885,0,1,2013,5,0,0,0,0,1
13.75,40000,1,1,2013,5,0,1,0,0,0
2.3,48421,0,1,2013,5,0,0,0,0,1
6.5,110000,0,1,2018,5,0,1,0,0,0
4.25,49000,0,1,2014,5,0,0,0,0,1
4.5,75000,0,1,2013,5,0,1,0,0,0
4.1,71000,0,1,2014,5,0,1,0,0,0
24.5,68000,1,1,2016,5,0,1,0,0,0
5.18,94944,0,1,2015,5,0,1,0,0,0
4.71,6357,0,1,2017,5,0,0,0,0,1
10.24,24237,0,1,2022,5,0,1,0,0,0
16.5,28000,1,1,2021,7,0,0,0,0,1
5.89,10282,0,1,2020,7,0,0,0,0,1
17.1,111337,1,1,2018,5,0,1,0,0,0
12.62,127429,0,1,2014,5,0,1,0,0,0
3.39,61034,0,2,2015,5,0,1,0,0,0
5.64,76036,1,2,2018,5,0,0,0,0,1
2.75,65000,0,2,2014,5,0,1,0,0,0
14.75,80000,1,3,2015,7,0,1,0,0,0
9.82,64104,0,1,2019,5,0,1,0,0,0
15.76,116378,1,1,2018,5,0,1,0,0,0
5.6,42234,0,2,2016,7,0,1,0,0,0
11.5,10000,0,1,2021,5,0,0,0,0,1
4.44,49812,0,2,2013,5,0,1,0,0,0
5.02,2294,0,1,2022,5,0,0,0,0,1
1.17,94679,0,5,2010,5,0,0,0,0,1
21,35000,1,1,2015,5,0,1,0,0,0
4.76,57122,0,1,2014,5,0,1,0,0,0
3.32,25122,0,1,2017,5,0,0,0,0,1
3.5,60000,0,2,2017,5,0,1,0,0,0
14.25,36000,1,2,2020,5,0,1,0,0,0
6.31,38736,0,1,2020,7,0,0,0,0,1
3.81,130432,0,1,2014,5,0,1,0,0,0
9.95,68000,1,3,2011,7,0,1,0,0,0
2.25,38000,0,1,2011,5,0,0,0,0,1
8.9,65000,0,1,2015,7,0,1,0,0,0
6.5,65000,0,1,2019,5,0,0,0,0,1
15.85,12001,0,1,2022,5,0,1,0,0,0
13.75,23000,0,1,2019,7,0,0,0,0,1
18.75,43000,1,2,2014,5,0,1,0,0,0
2.65,25000,0,1,2012,4,0,0,0,0,1
4.35,36000,0,1,2017,5,0,0,0,0,1
4.75,86000,0,1,2012,7,0,0,0,0,1
13,56500,1,1,2014,5,0,1,0,0,0
2.65,68000,0,1,2013,5,0,0,0,0,1
10,63500,1,1,2017,5,0,1,0,0,0
28.5,38500,1,1,2018,5,0,1,0,0,0
9.25,44500,1,1,2019,5,0,1,0,0,0
9.75,15500,0,1,2022,7,0,1,0,0,0
23.5,47000,1,1,2017,5,0,0,0,0,1
1,20500,1,1,2022,5,0,1,0,0,0
18.5,64593,1,3,2014,5,0,1,0,0,0
7,70000,0,1,2021,7,0,0,0,0,1
22,63203,1,2,2015,5,0,1,0,0,0
29,60500,1,1,2017,5,0,1,0,0,0
2.85,25000,0,1,2016,5,0,0,0,0,1
1.91,65000,0,2,2011,7,1,0,0,0,0
1.9,68500,1,1,2019,5,0,1,0,0,0
6,43000,0,2,2014,5,0,1,0,0,0
5.9,70000,0,1,2015,5,0,0,0,0,1
2.75,150000,0,3,2013,5,0,1,0,0,0
3.07,31458,0,1,2021,5,0,0,0,0,1
5.25,70372,0,1,2013,7,0,1,0,0,0
1.9,129325,0,1,2012,5,1,0,0,0,0
1.15,39000,1,1,2019,7,0,0,0,0,1
10.15,17000,0,1,2021,5,0,0,0,0,1
7.65,57000,1,3,2013,5,0,1,0,0,0
9.5,46000,0,1,2020,4,0,1,0,0,0
5,18000,0,1,2019,5,1,0,0,0,0
2.1,18000,0,1,2012,5,0,0,0,0,1
3.55,56000,0,1,2018,5,0,0,0,0,1
4.55,66000,0,2,2016,5,0,0,0,0,1
4.25,67000,0,1,2014,7,0,1,0,0,0
6.45,47000,0,1,2017,5,0,1,0,0,0
10.75,8800,0,1,2021,5,0,0,0,0,1
16,94002,1,2,2014,5,0,1,0,0,0
5.25,12000,0,1,2021,5,0,0,0,0,1
7.65,75000,1,1,2015,5,0,0,0,0,1
15.75,62000,0,1,2019,5,0,1,0,0,0
11.9,90004,1,3,2014,7,0,1,0,0,0
29,83005,1,2,2014,5,0,1,0,0,0
10.95,47000,0,1,2018,7,0,1,0,0,0
12,70000,0,1,2015,5,0,1,0,0,0
4.75,62500,0,1,2015,5,0,1,0,0,0
7.25,49036,0,1,2017,5,0,1,0,0,0
12.9,67000,1,2,2013,5,0,0,0,0,1
4.41,39889,0,2,2017,4,0,0,0,0,1
5.25,43000,0,1,2016,5,0,1,0,0,0
3.95,29000,0,2,2016,4,0,0,0,0,1
17.25,2400,1,1,2022,5,0,0,0,0,1
22.9,79004,1,2,2012,5,0,1,0,0,0
8.75,99300,1,2,2015,5,0,0,0,0,1
21.9,80000,1,2,2014,4,0,1,0,0,0
1.3,19000,1,1,2021,5,0,1,0,0,0
14.25,94002,1,2,2013,5,0,1,0,0,0
14.25,82005,1,2,2013,5,0,1,0,0,0
28.1,68753,1,2,2019,5,0,0,0,0,1
4.75,62500,0,1,2015,5,0,1,0,0,0
8.95,85000,1,1,2017,5,0,1,0,0,0
6.99,58000,0,1,2017,5,0,1,0,0,0
6.2,55500,0,1,2018,5,0,1,0,0,0
6.25,54000,0,1,2018,5,0,1,0,0,0
12.5,32500,0,1,2019,5,0,1,0,0,0
12.6,33500,0,1,2019,5,0,1,0,0,0
2.21,60000,0,1,2012,7,0,0,0,0,1
4.5,120000,0,1,2015,5,0,1,0,0,0
6.35,64000,0,1,2017,7,0,1,0,0,0
4,59000,0,1,2017,5,1,0,0,0,0
18,12023,1,1,2021,5,0,0,0,0,1
4.7,30000,1,1,2019,5,0,0,0,0,1
21.1,38000,1,1,2020,5,0,0,1,0,0
18.9,29000,1,2,2014,5,0,1,0,0,0
4.83,37229,0,1,2020,5,0,0,0,0,1
4.9,100000,0,3,2015,7,0,1,0,0,0
29.75,85000,1,2,2015,5,0,1,0,0,0
4.31,90928,0,1,2013,5,0,1,0,0,0
25.8,39000,1,1,2020,5,0,1,0,0,0
5,78000,1,1,2015,7,0,1,0,0,0
7.25,44000,0,1,2016,5,1,0,0,0,0
1.93,86483,0,3,2014,5,0,1,0,0,0
9,20000,0,1,2019,5,0,0,0,0,1
5.75,49000,0,2,2017,7,0,0,0,0,1
18.75,26000,1,1,2018,7,0,1,0,0,0
6.75,65000,0,1,2015,5,1,0,0,0,0
1.58,56000,1,1,2018,5,0,1,0,0,0
6.06,40252,0,1,2020,5,0,0,0,0,1
3.23,97947,0,2,2014,5,0,1,0,0,0
7.16,150715,1,1,2015,5,0,1,0,0,0
1.58,102820,0,1,2010,7,0,0,0,0,1
2.53,109403,1,3,2012,5,0,1,0,0,0
8.58,37377,1,1,2019,5,0,0,0,0,1
3.67,84728,0,2,2015,5,0,0,0,0,1
3.24,53548,0,2,2013,5,0,1,0,0,0
16.19,29397,1,1,2014,5,0,1,0,0,0
7.75,64000,1,1,2016,7,0,0,0,0,1
4.06,30346,0,1,2016,5,0,0,0,0,1
10.63,42119,0,1,2017,5,0,1,0,0,0
3.27,120450,0,2,2014,5,0,1,0,0,0
8.35,70000,0,1,2017,4,0,1,0,0,0
4.4,59534,0,2,2015,5,0,0,0,0,1
6.5,90000,1,2,2016,8,0,1,0,0,0
7.5,63001,0,1,2017,5,0,0,0,0,1
13.5,153000,0,1,2014,5,0,1,0,0,0
16,65000,1,1,2014,6,0,1,0,0,0
4.6,60000,0,2,2015,5,0,0,0,0,1
11,17000,0,1,2021,5,0,0,0,0,1
13,55000,1,3,2013,7,0,1,0,0,0
7.9,24000,0,1,2019,5,0,0,0,0,1
12,102000,0,1,2016,5,0,1,0,0,0
3.2,40000,0,1,2010,7,0,0,0,0,1
3.05,92195,0,1,2016,5,0,0,0,0,1
6.65,13780,1,1,2020,5,0,0,0,0,1
9.75,24700,1,1,2019,5,0,0,0,0,1
19.5,41000,1,1,2019,5,0,0,0,0,1
6.8,18000,1,2,2017,5,0,0,0,0,1
12.25,7000,1,1,2016,5,0,1,0,0,0
9.5,39600,1,1,2018,5,0,0,0,0,1
6.9,39500,0,1,2018,7,0,1,0,0,0
8.75,11800,1,1,2020,5,0,0,0,0,1
28.05,77000,0,2,2017,7,0,1,0,0,0
16.8,99000,1,1,2017,5,0,1,0,0,0
16.1,177000,0,1,2014,5,0,1,0,0,0
13.9,43000,0,1,2019,5,0,0,0,0,1
12.6,40000,0,1,2019,5,0,1,0,0,0
25.8,39000,1,1,2020,7,0,1,0,0,0
9.8,48000,0,1,2018,5,0,1,0,0,0
10.25,77000,0,1,2019,7,0,1,0,0,0
10.25,52000,0,1,2018,7,0,1,0,0,0
9.7,27000,0,1,2018,5,0,1,0,0,0
9.65,47000,0,1,2018,5,0,1,0,0,0
9.55,42000,0,2,2019,5,0,1,0,0,0
9.3,42000,0,1,2018,5,0,1,0,0,0
8.95,48000,0,1,2016,5,0,0,0,0,1
8.55,59000,0,1,2017,7,0,1,0,0,0
8.35,27000,0,1,2019,7,0,0,0,0,1
8,44000,0,1,2016,7,0,1,0,0,0
8,5000,1,1,2021,5,0,0,0,0,1
7.4,78000,0,1,2013,7,0,1,0,0,0
7,57000,0,1,2016,5,0,1,0,0,0
6.05,48000,0,2,2014,5,0,0,0,0,1
5.9,56000,0,1,2014,5,0,0,0,0,1
5.5,15000,0,1,2013,5,0,1,0,0,0
5.65,77000,0,2,2012,5,0,1,0,0,0
8.5,60000,0,1,2018,5,0,0,0,0,1
20,65000,1,2,2013,5,0,1,0,0,0
3.9,61985,0,1,2012,5,0,0,0,0,1
8.2,19000,0,1,2019,5,0,0,0,0,1
7.5,30000,0,1,2019,5,0,0,0,0,1
7,41000,0,1,2018,5,0,0,0,0,1
6.75,6834,0,1,2020,5,0,0,0,0,1
3.7,112160,0,1,2013,5,0,0,0,0,1
11,16118,1,1,2018,5,0,0,0,0,1
9.9,47000,0,1,2020,5,0,0,0,0,1
4.2,80000,0,2,2012,5,0,1,0,0,0
8.93,24000,0,1,2020,5,0,0,0,0,1
8.65,46000,1,1,2018,5,0,0,0,0,1
7.85,30000,0,1,2017,5,0,0,0,0,1
7.65,30000,0,1,2017,5,0,0,0,0,1
7.55,31000,0,1,2017,5,0,0,0,0,1
7.5,46000,0,1,2018,5,0,1,0,0,0
7.43,44000,0,1,2016,5,0,1,0,0,0
7.3,40000,0,1,2019,5,0,0,0,0,1
7.05,39000,0,1,2016,5,0,1,0,0,0
4.5,63759,0,1,2013,5,0,0,0,0,1
6.99,29000,0,2,2018,5,0,0,0,0,1
6.95,42000,0,1,2017,5,0,0,0,0,1
6.75,37000,0,1,2017,5,0,0,0,0,1
6.75,40000,0,1,2019,5,0,0,0,0,1
6.45,33000,0,1,2014,5,0,0,0,0,1
6.4,26000,0,1,2018,5,0,0,0,0,1
11.95,24000,1,1,2021,7,0,0,0,0,1
4.5,156596,0,1,2015,5,0,0,0,0,1
5.8,98778,0,1,2017,5,0,0,0,0,1
8,145000,1,2,2010,5,0,0,0,0,1
7.9,26000,0,1,2018,5,0,0,0,0,1
17.5,60000,1,2,2017,5,0,1,0,0,0
5.6,560000,0,1,2017,5,0,0,0,0,1
6.35,45000,0,1,2017,5,0,0,0,0,1
6.25,27000,1,1,2019,5,0,0,0,0,1
8.6,43000,1,1,2018,5,0,0,0,0,1
9.9,37000,0,1,2015,5,0,0,0,0,1
19.9,46000,1,1,2014,5,0,1,0,0,0
2.8,51366,1,1,2011,5,0,0,0,0,1
6.3,77331,1,1,2017,5,0,0,0,0,1
6.3,77783,0,1,2016,7,0,0,0,0,1
22.5,44000,1,1,2016,5,0,1,0,0,0
6.25,56276,1,2,2018,5,0,1,0,0,0
2.9,44408,0,2,2012,5,0,0,0,0,1
1.5,80000,0,1,2010,5,0,1,0,0,0
6.1,20000,0,1,2019,7,0,0,0,0,1
23.9,19000,1,1,2021,5,0,0,0,0,1
27,73500,1,1,2019,5,0,1,0,0,0
8.1,28783,1,1,2019,5,0,0,0,0,1
9.75,43000,0,1,2018,5,0,1,0,0,0
1.5,117500,0,2,2010,5,0,1,0,0,0
4.5,46352,1,1,2012,5,0,0,0,0,1
4.4,84123,0,1,2017,5,0,0,0,0,1
7.8,22773,0,1,2019,5,0,0,0,0,1
3,20000,0,2,2017,5,0,0,0,0,1
1.75,77075,0,3,2011,5,0,0,0,0,1
2.1,70000,0,1,2016,5,0,0,0,0,1
20.5,40000,1,1,2016,5,0,1,0,0,0
3.85,60000,0,1,2016,5,0,0,0,0,1
1.85,19521,0,1,2008,7,0,0,0,0,1
3.8,19800,1,2,2017,5,0,0,0,0,1
19.75,50000,0,1,2019,5,0,1,0,0,0
5.85,50000,0,1,2012,7,0,1,0,0,0
10.5,37000,0,1,2019,5,0,0,0,0,1
8,40000,0,1,2019,5,0,1,0,0,0
8.25,10700,0,1,2017,5,0,1,0,0,0
6.1,31800,0,1,2014,5,0,0,0,0,1
5.79,32400,0,1,2016,5,0,0,0,0,1
7.85,4700,0,1,2020,5,0,0,0,0,1
5.25,33500,0,1,2018,5,0,0,0,0,1
6.99,54800,0,1,2018,5,0,1,0,0,0
7.99,44000,0,1,2017,5,0,1,0,0,0
4.15,19000,0,1,2014,5,0,0,0,0,1
7.89,22000,1,1,2019,5,0,0,0,0,1
7.85,12900,0,1,2020,5,0,0,0,0,1
7.8,22700,1,1,2019,5,0,0,0,0,1
1.89,69000,0,2,2010,5,0,0,0,0,1
2.69,60000,0,1,2012,5,0,0,0,0,1
9,9500,0,1,2020,5,0,0,0,0,1
9.8,15000,0,1,2021,7,0,0,0,0,1
12.6,19000,0,1,2020,5,0,0,0,0,1
30.5,3500,1,1,2022,5,0,1,0,0,0
1.9,81721,0,1,2010,5,0,0,0,0,1
2.1,109656,0,1,2012,5,0,0,0,0,1
1.95,87955,0,1,2012,5,0,0,0,0,1
3.3,50000,1,1,2015,5,0,0,0,0,1
8,12990,1,1,2019,7,0,0,0,0,1
29.99,75099,1,1,2014,5,0,1,0,0,0
14.5,120000,1,1,2010,5,0,1,0,0,0
5.95,70000,1,2,2015,5,0,1,0,0,0
2.5,90000,0,2,2009,5,0,0,0,0,1
12.5,10000,1,2,2021,5,0,0,0,0,1
12.75,44000,1,1,2018,5,0,0,0,0,1
6.89,29500,1,1,2013,7,0,0,0,0,1
3.15,81200,0,1,2013,5,0,0,0,0,1
7,50000,1,1,2016,5,0,1,0,0,0
6.1,141383,1,1,2016,5,0,1,0,0,0
8,34392,1,1,2019,5,0,0,0,0,1
6,90000,1,1,2013,5,0,1,0,0,0
3.9,47681,0,1,2014,5,0,0,0,0,1
1.55,120000,0,3,2009,5,0,0,0,0,1
3.35,41525,0,2,2011,5,0,0,0,0,1
8.9,15000,0,1,2021,5,0,1,0,0,0
18.25,11000,1,1,2021,5,0,0,0,0,1
19.5,29990,0,1,2019,5,0,1,0,0,0
14.5,25000,1,1,2020,5,0,0,0,0,1
15,20000,1,1,2022,5,0,1,0,0,0
4,90000,0,2,2016,5,0,1,0,0,0
8.75,80000,0,1,2018,8,0,1,0,0,0
8.5,50000,1,2,2016,5,0,0,0,0,1
4.8,90000,0,2,2010,5,0,1,0,0,0
9.26,70000,1,2,2015,5,0,0,0,0,1
6,20000,1,1,2020,5,0,0,0,0,1
9.9,25000,1,1,2018,5,0,0,0,0,1
22.05,56000,1,1,2015,5,0,1,0,0,0
8.5,53000,1,1,2016,5,0,0,0,0,1
9.7,10000,0,1,2020,7,0,0,0,0,1
10.5,110000,1,1,2012,5,0,1,0,0,0
22,99990,0,1,2018,5,0,1,0,0,0
4.2,68000,0,2,2014,5,0,0,0,0,1
21,68500,1,4,2014,5,0,1,0,0,0
5.75,50599,0,2,2015,5,0,0,0,0,1
4.85,54431,0,2,2015,5,0,0,0,0,1
9.5,65855,1,1,2019,5,0,0,0,0,1
4.85,113706,0,2,2014,8,0,1,0,0,0
14.5,40000,1,1,2020,8,0,0,1,0,0
5.5,100000,0,2,2012,5,0,1,0,0,0
14.85,36700,0,1,2021,7,0,1,0,0,0
2.5,40000,0,2,2009,7,0,0,0,0,1
24.5,50000,0,1,2020,5,0,1,0,0,0
26.5,50000,1,1,2019,7,0,1,0,0,0
6,40000,0,1,2019,5,0,0,0,0,1
6.1,40000,0,1,2016,5,0,0,0,0,1
10.35,39000,1,1,2016,5,0,0,0,0,1
3.2,120000,0,4,2013,5,0,1,0,0,0
25.75,60000,1,1,2019,5,0,1,0,0,0
17,46952,1,1,2019,5,0,1,0,0,0
4.5,35000,0,2,2017,5,0,1,0,0,0
4.3,70000,0,2,2014,5,0,0,0,0,1
8.8,90000,0,2,2018,5,0,1,0,0,0
4.25,35000,0,1,2018,5,0,0,0,0,1
5.25,19400,0,1,2018,5,0,0,0,0,1
3.05,80000,0,2,2012,5,0,0,0,0,1
4.5,30900,0,1,2015,7,0,0,0,0,1
17.5,30000,1,1,2021,5,0,0,0,0,1
13,77000,1,1,2013,5,0,1,0,0,0
13.5,36000,0,1,2018,5,0,0,0,0,1
14.5,19000,1,1,2019,5,0,0,0,0,1
8.25,70000,0,1,2017,5,0,1,0,0,0
12,85000,0,1,2014,5,0,0,0,0,1
15,23000,1,1,2010,7,0,0,0,0,1
16,75000,1,1,2015,5,0,1,0,0,0
19.5,85000,1,1,2013,5,0,1,0,0,0
7.75,50000,0,1,2012,7,0,0,0,0,1
23,50000,1,1,2015,7,0,0,1,0,0
25.5,60000,1,1,2016,5,0,1,0,0,0
22,36000,1,1,2015,5,0,1,0,0,0
24,120000,1,1,2015,5,0,1,0,0,0
13,70000,1,1,2010,4,0,1,0,0,0
16,94000,1,2,2013,7,0,1,0,0,0
23,135000,1,1,2013,5,0,1,0,0,0
15,39000,1,1,2011,5,0,1,0,0,0
16,50000,1,1,2012,5,0,1,0,0,0
1.3,14000,1,1,2020,5,0,1,0,0,0
3.75,196000,0,2,2013,5,0,1,0,0,0
8.5,95000,1,1,2018,5,0,1,0,0,0
7.5,48632,0,1,2018,5,0,1,0,0,0
8,90000,1,2,2008,5,0,0,0,0,1
8.5,95000,1,1,2018,5,0,1,0,0,0
11,5000,1,1,2020,5,0,0,0,0,1
3.25,41000,0,2,2011,5,0,0,0,0,1
2.5,63463,0,1,2013,5,0,0,0,0,1
8.99,20000,1,1,2021,5,0,0,0,0,1
2.67,69852,0,1,2014,5,0,0,0,0,1
5.25,29584,1,1,2016,7,0,0,0,0,1
3.95,27514,0,1,2014,5,0,0,0,0,1
6.9,30339,0,1,2019,5,0,0,0,0,1
8.5,39386,1,1,2019,5,0,0,0,0,1
3,64671,0,1,2012,5,0,0,0,0,1
4.9,30670,0,1,2019,5,0,0,0,0,1
6.7,46086,0,1,2018,5,0,1,0,0,0
5.5,70346,0,1,2015,5,0,0,0,0,1
1.5,50000,0,1,2005,5,0,0,0,0,1
4,80000,0,1,2015,5,0,0,0,0,1
4.49,58365,1,1,2016,5,0,0,0,0,1
4.99,12000,0,1,2017,5,0,0,0,0,1
2.9,58182,0,1,2009,5,0,0,0,0,1
3.25,325000,0,1,2013,5,0,0,0,0,1
2.7,127152,0,1,2014,5,0,1,0,0,0
12.2,98492,0,1,2018,5,0,1,0,0,0
7.75,23000,1,1,2018,7,0,1,0,0,0
20.75,45000,1,1,2017,7,0,1,0,0,0
24.9,63001,1,1,2019,6,0,1,0,0,0
20.5,72000,1,1,2016,7,0,1,0,0,0
11.45,26000,0,1,2020,7,0,0,0,0,1
